Case, 1,250,500,750,1000
control,1509.56,3375.30,3375.18,3332.40,3282.82
restful-direct,1485.73,3284.02,3288.21,3318.49,3271.66
restful-esi,413.51,515.04,441.07,443.39,443.13
traditional-direct,1475.39,3358.58,3374.66,3291.48,3315.48
ajax,500.0,1126.126126126126126126126126,1117.318435754189944134078212,1107.419712070874861572535991,1094.091903719912472647702407
spouse,1500.73,3391.54,3328.57,3314.16,3350.89
children,1487.88,3363.34,3349.13,3322.65,3219.93
