Case, 1,250,500,750,1000
control,1467.51,3372.90,3315.60,3277.01,3310.66
restful-direct,47.73,48.53,48.04,48.10,48.26
restful-esi,43.98,46.06,45.88,0,0
traditional-direct,47.54,48.17,48.17,48.06,47.95
ajax,86.76789587852494577006507592,91.34088417975886006576543661,91.23671365357419825737876922,91.06638739641198433658136782,91.20342924893976013498107529
spouse,92.17,93.89,93.87,93.70,93.66
children,92.26,93.87,93.78,93.63,93.90
